epoch,back,bill_base,bill_end,loss,lr,neck_base,tail,val_back,val_bill_base,val_bill_end,val_loss,val_neck_base,val_tail
31,6.080177627154626e-05,0.0011210986413061619,0.0009329343447461724,0.0009869883069768548,1e-04,0.0017958509270101786,0.0010242563439533114,6.0157330153742805e-05,0.001614767941646278,0.0012322204420343041,0.001254884758964181,0.002164842328056693,0.0012024345342069864
32,6.609931006096303e-05,0.0011328296968713403,0.0009445272153243423,0.0009902352467179298,1e-04,0.001780524617061019,0.0010271945502609015,3.704585833474994e-05,0.001238426542840898,0.0008927496382966638,0.001059327507391572,0.0018832181813195348,0.001245196908712387
33,5.6734690588200465e-05,0.0011097617680206895,0.0008870942401699722,0.0009771229233592749,1e-04,0.0017972564091905951,0.001034766435623169,6.527742516482249e-05,0.0013995991321280599,0.0009949118830263615,0.0011256022844463587,0.0019753044471144676,0.0011929185129702091
34,5.419991794042289e-05,0.001131754950620234,0.0009013424278236926,0.0009709546575322747,1e-04,0.0017118791583925486,0.0010555963963270187,3.72353897546418e-05,0.0011315152514725924,0.0007770686061121523,0.0009971426334232092,0.001973724691197276,0.0010661700507625937
35,5.6609998864587396e-05,0.001083041657693684,0.0008155718678608537,0.0009479435975663364,1e-04,0.001754428492859006,0.001030066516250372,6.517981819342822e-05,0.001262129284441471,0.0008761366480030119,0.0010356472339481115,0.0017907700967043638,0.0011840200750157237
36,5.834400144522078e-05,0.0010434353025630116,0.0008320105844177306,0.0009257076308131218,1e-04,0.0016912339488044381,0.001003514975309372,4.178224480710924e-05,0.0013552120653912425,0.0009046294144354761,0.0010584936244413257,0.001899228896945715,0.0010916158789768815
37,7.06807550159283e-05,0.0010592308826744556,0.0008607801864854991,0.0009290677844546735,1e-04,0.0016732743242755532,0.000981372781097889,9.109554957831278e-05,0.001111242570914328,0.000771244172938168,0.0010013340506702662,0.0018660060595721006,0.0011670816456899047
38,5.645582132274285e-05,0.0010273396037518978,0.000838071689940989,0.0009117887821048498,1e-04,0.001628971309401095,0.0010081047657877207,6.207726255524904e-05,0.0011556776007637382,0.0008388116839341819,0.001016163150779903,0.0018498360877856612,0.001174412900581956
39,5.089089972898364e-05,0.001007143291644752,0.0008100979612208903,0.0008950739284045994,1e-04,0.0016073830192908645,0.0009998533641919494,4.26750848419033e-05,0.0011078540701419115,0.0008020059322007,0.0009761455003172159,0.0017702378099784255,0.0011579548008739948
40,5.255884025245905e-05,0.0010288836201652884,0.0008518453687429428,0.0009064684854820371,1e-04,0.0016094730235636234,0.0009895828552544117,3.605596793931909e-05,0.0010847289813682437,0.0007241403800435364,0.0009458466665819287,0.001746564288623631,0.0011377438204362988
41,4.2752370063681155e-05,0.001038854941725731,0.000829227443318814,0.0009015608811751008,1e-04,0.001614511595107615,0.0009824571898207068,4.164267738815397e-05,0.001055806060321629,0.0008082999847829342,0.0009438785491511226,0.001741359825246036,0.0010722838342189789
42,4.650041591958143e-05,0.000985521823167801,0.0008122630533762276,0.0008730185800231993,1e-04,0.0015549944946542382,0.0009658116032369435,6.307861622190103e-05,0.0010899011977016926,0.000737445370759815,0.0009653944871388376,0.0018585501238703728,0.0010779972653836012
43,5.063316348241642e-05,0.0009937435388565063,0.0008517128881067038,0.0008769147680141032,1e-04,0.0015390347689390182,0.0009494503028690815,3.616948743001558e-05,0.0012691386509686708,0.0009300964302383363,0.001058436231687665,0.0018907065968960524,0.0011660698801279068
44,4.569279190036468e-05,0.000985794118605554,0.0008015901548787951,0.0008691299590282142,1e-04,0.001546954968944192,0.0009656177717261016,3.23560307151638e-05,0.001256922259926796,0.0009645767277106643,0.0010293243685737252,0.0018188109388574958,0.0010739561403170228
45,4.640254337573424e-05,0.0009976200526580215,0.0007924400852061808,0.0008736669551581144,1e-04,0.0015733555192127824,0.0009585163206793368,2.9618315238622017e-05,0.0011052192421630025,0.0007527561974711716,0.0009193994919769466,0.0016204486601054668,0.0010889549739658833
46,4.359497324912809e-05,0.0009455889230594039,0.0007765202899463475,0.0008338746265508235,1e-04,0.001475820317864418,0.0009278488578274846,3.074194319196977e-05,0.0011570847127586603,0.0008354840101674199,0.0009651536238379776,0.0017135367961600423,0.0010889209806919098
47,4.616069418261759e-05,0.0009815682424232364,0.0008004909032024443,0.0008624999900348485,1e-04,0.001525986474007368,0.0009582929778844118,5.951977800577879e-05,0.0010848650708794594,0.0008277512970380485,0.0009682186064310372,0.001744163571856916,0.0011247937800362706
48,4.673828516388312e-05,0.0009355023503303528,0.00078839052002877,0.0008398848003707826,1e-04,0.0014941900735720992,0.0009346015867777169,3.2617310353089124e-05,0.001069943537004292,0.0007294904789887369,0.0009210518910549581,0.0016527428524568677,0.0011204646434634924
49,4.569720113067888e-05,0.0009580180048942566,0.0007960341754369438,0.0008378127822652459,1e-04,0.001449611154384911,0.0009397020912729204,4.4639818952418864e-05,0.0011598257115110755,0.0008424094994552433,0.0009507414069958031,0.001631201128475368,0.0010756307747215033
50,4.0373357478529215e-05,0.0009125192300416529,0.0007462569628842175,0.0008141499129123986,1e-04,0.001443706452846527,0.0009278928628191352,4.521261143963784e-05,0.0010556639172136784,0.0007517113699577749,0.0009084300836548209,0.0016492541180923581,0.0010403094347566366
51,4.310719305067323e-05,0.0009536414872854948,0.0007590187015011907,0.000821645138785243,1e-04,0.001442941022105515,0.0009095182176679373,2.3124448489397764e-05,0.0011136059183627367,0.0007530658040195704,0.0009145851945504546,0.0017362394137308002,0.0009468896314501762
52,3.809713598457165e-05,0.000834109028801322,0.0006999644683673978,0.0007734232931397855,1e-04,0.0014027308207005262,0.0008922148263081908,3.787756213569082e-05,0.0011028115404769778,0.0007425814983434975,0.0009415714885108173,0.0017051679315045476,0.0011194180697202682
53,3.3470962080173194e-05,0.0009705913835205138,0.000750051811337471,0.0008125882013700902,1e-04,0.0014109291369095445,0.0008978999103419483,3.045395715162158e-05,0.0011301670456305146,0.000776549568399787,0.0009236361365765333,0.0016450771363452077,0.001035932800732553
54,3.3888798498082906e-05,0.0008771927678026259,0.0007233219221234322,0.0007862397469580173,1e-04,0.001421543420292437,0.0008752522408030927,5.120926653034985e-05,0.0009565884247422218,0.0007099491776898503,0.0008664909400977194,0.0016464584041386843,0.0009682493400759995
55,3.735391146619804e-05,0.0009135765139944851,0.0007172789191827178,0.0007911914144642651,1e-04,0.0013807828072458506,0.0009069643565453589,4.2460658733034506e-05,0.0011533144861459732,0.0008654079865664244,0.0009604095248505473,0.0016974119935184717,0.0010434529976919293
56,3.369544356246479e-05,0.0008468776941299438,0.0006473010289482772,0.0007530095754191279,1e-04,0.0014014027547091246,0.000835770508274436,2.5612936951802112e-05,0.0010055456077679992,0.0006781957927159965,0.0008658884325996041,0.0016353559913113713,0.0009847317123785615
57,3.7215457268757746e-05,0.0008586516487412155,0.000685627746861428,0.0007684635347686708,1e-04,0.001384979928843677,0.0008758429321460426,3.764201028388925e-05,0.0009774994105100632,0.0007413218845613301,0.0008897027582861483,0.0016391042154282331,0.0010529457358643413
58,3.1841736927162856e-05,0.000821766268927604,0.000677124538924545,0.0007443233043886721,1e-04,0.0013244554866105318,0.0008664281922392547,4.905657624476589e-05,0.00099253561347723,0.000631525763310492,0.0008730720728635788,0.0016209263121709228,0.001071315840817988
59,3.5067925637122244e-05,0.000905321619939059,0.0006940826424397528,0.0007741376757621765,1e-04,0.0013533716555684805,0.00088284577941522,3.003973324666731e-05,0.001108565484173596,0.0007574831834062934,0.000959130353294313,0.0017654980765655637,0.001134066260419786
60,2.305615271325223e-05,0.0007768283248879015,0.0006448557833209634,0.0007001393241807818,5e-05,0.001268297084607184,0.0007876610034145415,2.1275338440318592e-05,0.0009215399622917175,0.0006601163768209517,0.0008047480951063335,0.0014556314563378692,0.0009651766158640385
61,2.564320675446652e-05,0.0007745015318505466,0.0006190465646795928,0.0006945448112674057,5e-05,0.0012662621447816491,0.0007872708956710994,2.1385223590186797e-05,0.0010585947893559933,0.0006673370953649282,0.0008582287700846791,0.0015368409221991897,0.0010069860145449638
62,2.9903587346780114e-05,0.0008073303033597767,0.0006235759356059134,0.0007025212398730218,5e-05,0.0012615035520866513,0.0007902923389337957,3.787237801589072e-05,0.0010247970931231976,0.0006163977668620646,0.0008074516663327813,0.001441950211301446,0.0009162405622191727
63,2.6901374440058134e-05,0.0007500825449824333,0.0006157240131869912,0.0006809009937569499,5e-05,0.0012319086818024516,0.0007798881269991398,2.363308158237487e-05,0.0009563694475218654,0.0005772768636234105,0.0008209770312532783,0.0015837352257221937,0.0009638709016144276
64,2.9149958209018223e-05,0.0007889640983194113,0.0005867197760380805,0.0006843142909929156,5e-05,0.0012311908649280667,0.0007855453295633197,3.063800249947235e-05,0.0009082296164706349,0.0006125573418103158,0.0007950773579068482,0.0014886490534991026,0.0009353128843940794
65,2.5482058845227584e-05,0.0007754489779472351,0.0005797705962322652,0.000672298832796514,5e-05,0.0012174765579402447,0.0007633144268766046,2.0306568330852315e-05,0.0010449254186823964,0.0007350296364165843,0.0008158559212461114,0.0014253323897719383,0.0008536860696040094
66,2.1743766410509124e-05,0.0007528797723352909,0.0005878374795429409,0.0006724041304551065,5e-05,0.001205633976496756,0.0007939243223518133,1.8439735868014395e-05,0.0009217901970259845,0.0007094864849932492,0.0008216716232709587,0.0014374053571373224,0.0010212365305051208
67,2.5779174393392168e-05,0.0007592554320581257,0.0005910524050705135,0.0006777626695111394,5e-05,0.0012280174996703863,0.000784708303399384,2.152222441509366e-05,0.0009510602685622871,0.0006126795778982341,0.0007893189904280007,0.0014141328865662217,0.0009471994126215577
68,2.487801066308748e-05,0.0007306844927370548,0.000591166433878243,0.0006575111183337867,5e-05,0.0011896035866811872,0.0007512233569286764,2.6851444999920204e-05,0.0010382962645962834,0.0006011402001604438,0.0008256512810476124,0.00148050207644701,0.000981466262601316
69,2.3900760425021872e-05,0.0007452868157997727,0.000602584914304316,0.0006737720686942339,5e-05,0.001209456124342978,0.0007876308518461883,2.4183624191209674e-05,0.0009221273357979953,0.0005904660793021321,0.0007958696805872023,0.001445209956727922,0.0009973617270588875
70,2.3428299755323678e-05,0.0007494138553738594,0.0005862110992893577,0.0006653572199866176,5e-05,0.0011955533409491181,0.0007721810834482312,3.84200357075315e-05,0.0011071466142311692,0.0006112344563007355,0.0008366220281459391,0.0014437595382332802,0.0009825495071709156
71,2.2904179786564782e-05,0.0007194164791144431,0.0005747308605350554,0.0006485453341156244,5e-05,0.0011657723225653172,0.0007599033997394145,2.269014294142835e-05,0.0009271102026104927,0.0006630931166000664,0.000813014863524586,0.0014305677032098174,0.0010216127848252654
72,2.6758092644740827e-05,0.0007344436598941684,0.0005705007934011519,0.0006559544708579779,5e-05,0.001185256871394813,0.0007628118619322777,2.2910484403837472e-05,0.0009275070042349398,0.0005900294054299593,0.0007740132277831435,0.0013796566054224968,0.0009499627049081028
73,2.5219802409992553e-05,0.0007167189614847302,0.0005840352969244123,0.0006439161370508373,5e-05,0.0011566245229914784,0.0007369813392870128,2.2757343685952947e-05,0.0009705530246719718,0.0005997869302518666,0.000792314182035625,0.0014550283085554838,0.0009134460706263781
74,2.5106755856540985e-05,0.0007009258260950446,0.0005906118312850595,0.000651446869596839,5e-05,0.0011728674871847034,0.0007677225512452424,2.3300810426007956e-05,0.0008756339666433632,0.0006055283010937274,0.0007726202602498233,0.001466358546167612,0.0008922798442654312
75,2.4527493224013597e-05,0.000704021193087101,0.0006011697114445269,0.0006512859254144132,5e-05,0.001175924320705235,0.0007507866248488426,2.0369490812299773e-05,0.0008608499774709344,0.0005568332271650434,0.0007611834444105625,0.001374834100715816,0.0009930303785949945
76,2.4533221221645363e-05,0.0007106689736247063,0.0005587683408521116,0.0006354543729685247,5e-05,0.0011609161738306284,0.0007223843713290989,1.9897068341379054e-05,0.0008954629302024841,0.0006079755257815123,0.0007959582144394517,0.0014876071363687515,0.0009688485297374427
77,2.210303136962466e-05,0.0007090878789313138,0.0005541858845390379,0.0006405950989574194,5e-05,0.0011537934187799692,0.000763804477173835,2.7339801818015985e-05,0.0009110209066420794,0.0006219061324372888,0.0007810773095116019,0.0014291180996224284,0.0009160017361864448
78,2.3716635041637346e-05,0.000736059679184109,0.0005893299239687622,0.0006483103497885168,5e-05,0.001164756016805768,0.0007276887190528214,2.4186851078411564e-05,0.000979798031039536,0.0007038352196104825,0.0008132524671964347,0.0014702423941344023,0.0008882001275196671
79,2.2021582481102087e-05,0.0007063497905619442,0.0005469265743158758,0.0006245734984986484,5e-05,0.0011253170669078827,0.0007222534040920436,2.3017992134555243e-05,0.0008814677130430937,0.0006396350800059736,0.0007918299525044858,0.0014650728553533554,0.0009499569423496723
80,2.2007485313224606e-05,0.0006779374089092016,0.0005460921674966812,0.0006279316730797291,5e-05,0.0011505482252687216,0.0007430738187395036,1.9407731087994762e-05,0.0010641629341989756,0.0006968966918066144,0.0008304655784741044,0.0014623190509155393,0.00090954196639359
81,2.306881287950091e-05,0.0006507388316094875,0.0005383398965932429,0.0006050331285223365,2.5e-05,0.001111664460040629,0.0007013530121184886,2.4791950636426918e-05,0.0009350074687972665,0.0004963287501595914,0.0007511227740906179,0.001339409500360489,0.0009600756457075477
82,1.9211789549444802e-05,0.0006465112674050033,0.0005307304672896862,0.0005949249025434256,2.5e-05,0.0010851388797163963,0.0006930328090675175,1.752657044562511e-05,0.0009026133338920772,0.000596753612626344,0.000762563431635499,0.0014040421228855848,0.0008918815874494612
83,2.088732253469061e-05,0.0006604857626371086,0.0005021299584768713,0.0005960193811915815,2.5e-05,0.0010890086414292455,0.0007075846078805625,2.0905288693029433e-05,0.000879067403730005,0.0004927544505335391,0.0007499274215660989,0.001394724822603166,0.0009621851495467126
84,1.963984323083423e-05,0.0006646756664849818,0.0005293636349961162,0.0005875211791135371,2.5e-05,0.0010442237835377455,0.0006797017995268106,2.0740159015986137e-05,0.0008866516873240471,0.0005093608633615077,0.0007359292940236628,0.001342371921055019,0.0009205221431329846
85,2.073007453873288e-05,0.0006479648291133344,0.0005501755513250828,0.0006011021323502064,2.5e-05,0.0010942639783024788,0.0006923748878762126,2.1483710952452384e-05,0.0009375135414302349,0.0005516316159628332,0.0007490275893360376,0.0013050923589617014,0.0009294169140048325
86,1.9225528376409784e-05,0.0006639199564233422,0.0005369688151404262,0.0005886467988602817,2.5e-05,0.0010444432264193892,0.0006786767044104636,1.586525650054682e-05,0.0008616162813268602,0.0004913143930025399,0.0007453442085534334,0.0014526546001434326,0.0009052703389897943
87,1.854272159107495e-05,0.0006592096178792417,0.0005141696310602129,0.0005943495198152959,2.5e-05,0.0010967716807499528,0.0006830538040958345,1.949143006640952e-05,0.0008710449910722673,0.0005274037248454988,0.0007484122179448605,0.0013650938635692,0.0009590275003574789
88,1.872562279459089e-05,0.0006241983501240611,0.00048537232214584947,0.0005764482775703073,2.5e-05,0.001088205841369927,0.000665739644318819,1.810181129258126e-05,0.0010154861956834793,0.0006497803842648864,0.0007953807362355292,0.001360019319690764,0.0009335161885246634
89,2.0006173144793138e-05,0.0006259938236325979,0.0005084004951640964,0.0005781326908618212,2.5e-05,0.0010517998598515987,0.0006844633026048541,2.2263759092311375e-05,0.0008874859195202589,0.0005320915952324867,0.0007526850095018744,0.001441854634322226,0.0008797292830422521
90,1.9327728296048008e-05,0.0006243304233066738,0.0004872457357123494,0.0005714872386306524,1.25e-05,0.0010579528752714396,0.0006685778498649597,1.8205351807409897e-05,0.0009456353727728128,0.0006100049940869212,0.0007699620327912271,0.0013679323019459844,0.0009080329909920692
91,1.8696297047426924e-05,0.0006073976983316243,0.00047987804282456636,0.0005517680547200143,1.25e-05,0.0010043374495580792,0.0006485308986157179,1.8033433661912568e-05,0.0008990260539576411,0.0004904564702883363,0.0007436451851390302,0.0014132257783785462,0.0008974847733043134
92,2.037363992712926e-05,0.0006200534990057349,0.0005063469288870692,0.0005739605985581875,1.25e-05,0.0010545003460720181,0.0006685283733531833,1.671957033977378e-05,0.0009854721138253808,0.0006881372537463903,0.0007855062140151858,0.001379637629725039,0.0008575645042583346
93,1.8672668375074863e-05,0.0006182965589687228,0.0004983977996744215,0.0005614835536107421,1.25e-05,0.0010301588336005807,0.0006418913835659623,1.982049798243679e-05,0.0009731150348670781,0.0005132441874593496,0.0007441072957590222,0.0013319620629772544,0.0008823946118354797
94,1.8649583580554463e-05,0.0006159446202218533,0.0005217149737291038,0.0005679125897586346,1.25e-05,0.0010313879465684295,0.0006518653826788068,1.8594264474813826e-05,0.0008415441843681037,0.0004066973633598536,0.0007124942494556308,0.0013959836214780807,0.0008996512624435127
95,1.8885410099755973e-05,0.0006001740111969411,0.0004527946002781391,0.0005508973845280707,1.25e-05,0.001025058445520699,0.0006575739826075733,1.786437314876821e-05,0.0009549192618578672,0.0004842587513849139,0.0007327095954678953,0.0013588423607870936,0.0008476634975522757
96,1.79665057657985e-05,0.0006228103302419186,0.0004983098478987813,0.0005626591155305505,1.25e-05,0.0010134722106158733,0.0006607371033169329,1.9745839381357655e-05,0.0009699745569378138,0.0005896442453376949,0.0007526789559051394,0.0012978422455489635,0.0008861879468895495
97,1.857042843766976e-05,0.0006431105430237949,0.0004971809103153646,0.0005680016474798322,1.25e-05,0.0010397620499134064,0.0006413824739865959,1.6704581867088564e-05,0.0009225390967912972,0.0005519856931641698,0.0007624402642250061,0.0013840614119544625,0.0009369100444018841
98,1.8963759430334903e-05,0.0005894356872886419,0.0004861479683313519,0.0005532281938940287,1.25e-05,0.0010151936439797282,0.0006564013310708106,1.8859898773371242e-05,0.0008803348173387349,0.0005216393619775772,0.0007393622654490173,0.0013528941199183464,0.0009230831637978554
99,1.93229534488637e-05,0.0006141568883322179,0.0005035391077399254,0.0005655161221511662,1.25e-05,0.0010263965232297778,0.0006641646032221615,1.866580350906588e-05,0.0009378195973113179,0.0005429339944384992,0.000758016889449209,0.0013801412424072623,0.0009105239878408611
100,1.768844958860427e-05,0.0006322855479083955,0.0005138841806910932,0.0005639384035021067,6.25e-06,0.001026263809762895,0.0006295710918493569,1.814654387999326e-05,0.0008873979677446187,0.0005332409054972231,0.0007328708306886256,0.0013464819639921188,0.0008790870779193938
101,1.817079282773193e-05,0.0005982131115160882,0.00047443716903217137,0.0005443084519356489,6.25e-06,0.0009975980501621962,0.0006331228651106358,1.8090482626575977e-05,0.0010156326461583376,0.0005541220307350159,0.0007657062960788608,0.0013646805891767144,0.0008760058553889394
102,1.87870318768546e-05,0.0005849235458299518,0.00044397663441486657,0.0005326559767127037,6.25e-06,0.0009975883876904845,0.0006180048803798854,1.882953984022606e-05,0.0009190194541588426,0.0005559513228945434,0.0007438004831783473,0.0013151633320376277,0.0009100385941565037
103,1.7861062588053755e-05,0.0006385415908880532,0.00046683926484547555,0.0005619344301521778,6.25e-06,0.001023456803523004,0.0006629734998568892,2.0026003767270595e-05,0.0008787258411757648,0.0005148624186404049,0.0007280264399014413,0.0013789806980639696,0.0008475375361740589
104,1.761830208124593e-05,0.000590261013712734,0.000482576695503667,0.0005455035134218633,6.25e-06,0.0010110129369422793,0.0006260478985495865,1.67933994816849e-05,0.0008012104663066566,0.0005090894410386682,0.0007084975950419903,0.0013602530816569924,0.0008551413775421679
105,1.6739259081077762e-05,0.0006092991097830236,0.00046772323548793793,0.0005566971376538277,6.25e-06,0.0010437093442305923,0.0006460138829424977,1.6134905308717862e-05,0.0009133810526691377,0.000514371320605278,0.0007348583894781768,0.001373929320834577,0.0008564756135456264
106,1.88358699233504e-05,0.0005882374825887382,0.0004717873816844076,0.0005455946084111929,6.25e-06,0.0010116249322891235,0.0006374875083565712,2.0028239305247553e-05,0.0008223073091357946,0.0005153360543772578,0.0007225127192214131,0.0013542847009375691,0.0009006072650663555
107,1.7232676327694207e-05,0.0006047075148671865,0.000468124751932919,0.0005405326373875141,6.25e-06,0.0009957749862223864,0.0006168243126012385,1.7322392523055896e-05,0.0008773777517490089,0.0006271097809076309,0.000752724299672991,0.0013800917658954859,0.0008617202984169126
