epoch,base_beak,center_back,loss,lr,tail,tip_beak,val_base_beak,val_center_back,val_loss,val_tail,val_tip_beak
14,0.004682525526732206,0.00025275564985349774,0.002952879061922431,1e-04,0.0020065095741301775,0.0048697213642299175,0.004103205632418394,0.00012167065142421052,0.0024901924189180136,0.0011267410591244698,0.0046091522090137005
15,0.004176091402769089,0.00020388919801916927,0.0026789119001477957,1e-04,0.0017961631529033184,0.004539506044238806,0.005290786270052195,6.892601231811568e-05,0.0034025812055915594,0.002679804340004921,0.005570807494223118
16,0.003891558153554797,0.0002195267443312332,0.0024230526760220528,5e-05,0.001527933171018958,0.004053188022226095,0.003097106469795108,0.0005989093333482742,0.002087346510961652,0.000986505881883204,0.0036668640095740557
17,0.00339759630151093,0.00012932674144394696,0.002162680961191654,5e-05,0.0015283931279554963,0.003595407586544752,0.0031670185271650553,0.00013933249283581972,0.002054690383374691,0.0012556352885439992,0.003656774992123246
18,0.003352929838001728,0.00010243747965432703,0.002134905196726322,5e-05,0.0014397446066141129,0.003644507611170411,0.004099407698959112,6.318196392385289e-05,0.0022029599640518427,0.0006661270163021982,0.003983122296631336
19,0.0031857904978096485,0.00010460568591952324,0.002020139480009675,5e-05,0.001299236319027841,0.0034909253008663654,0.0025122694205492735,0.00015498854918405414,0.0020258610602468252,0.0016808530781418085,0.003755333833396435
20,0.0031627865973860025,9.307730215368792e-05,0.0020389852579683065,5e-05,0.0014334490988403559,0.003466621972620487,0.0031695475336164236,6.900192965986207e-05,0.0019744497258216143,0.0009537079022265971,0.003705542767420411
21,0.002937392331659794,8.658802107675001e-05,0.0018122559413313866,5e-05,0.0011099567636847496,0.0031150903087109327,0.00262180482968688,9.277374920202419e-05,0.0017863049870356917,0.0017429807921871543,0.0026876607444137335
22,0.0030021504499018192,8.133911615004763e-05,0.0018809554167091846,5e-05,0.0012096171267330647,0.0032307137735188007,0.003195876022800803,8.712127601029351e-05,0.0020787338726222515,0.0007729975041002035,0.00425894046202302
23,0.002903946442529559,0.0001169833994936198,0.0018895878456532955,5e-05,0.0012708517024293542,0.003266566898673773,0.0033431141637265682,6.884286995045841e-05,0.00205607945099473,0.0008847734425216913,0.003927586134523153
24,0.0028786894399672747,0.0001260812277905643,0.0018230824498459697,5e-05,0.001223531668074429,0.0030640249606221914,0.003231146838515997,0.00016651570331305265,0.0019888251554220915,0.0010149196023121476,0.0035427191760390997
25,0.0027669670525938272,7.485176320187747e-05,0.0017338346224278212,5e-05,0.001222150749526918,0.0028713676147162914,0.002699419856071472,7.284394814632833e-05,0.0017661198507994413,0.000902454077731818,0.003389760386198759
26,0.002940926467999816,0.0001016459209495224,0.0018119998276233673,5e-05,0.0010946884285658598,0.0031107375398278236,0.0023867767304182053,7.029734115349129e-05,0.001656233100220561,0.0008463921840302646,0.003321465803310275
27,0.0027508968487381935,7.526516128564253e-05,0.001751130330376327,5e-05,0.0010423249332234263,0.003136034356430173,0.0033740068320184946,6.194214802235365e-05,0.001953919418156147,0.0006333927740342915,0.003746336791664362
28,0.002543579088523984,8.844553667586297e-05,0.0017257517902180552,5e-05,0.0014830554137006402,0.0027879250701516867,0.004186356905847788,8.262430492322892e-05,0.002389443339779973,0.00046485362690873444,0.004823938477784395
29,0.0025956674944609404,8.290312689496204e-05,0.0016624856507405639,5e-05,0.0010154529009014368,0.002955920062959194,0.0024377168156206608,6.962297629797831e-05,0.001579386298544705,0.0007579658413305879,0.003052239306271076
30,0.002586360089480877,8.068671741057187e-05,0.0016305266181007028,5e-05,0.0011327745160087943,0.0027222849894315004,0.0018284582765772939,7.621289842063561e-05,0.0013035691808909178,0.0007958560599945486,0.002513749757781625
31,0.002337472280487418,8.42223598738201e-05,0.0015160860493779182,5e-05,0.0010464789811521769,0.0025961725041270256,0.002972218906506896,5.898164818063378e-05,0.0019424117635935545,0.0007706568576395512,0.003967789467424154
32,0.002173928078263998,6.883501191623509e-05,0.0015353381168097258,5e-05,0.0012518191942945123,0.002646769629791379,0.002905614208430052,6.002948066452518e-05,0.0017377645708620548,0.0008494857465848327,0.0031359295826405287
33,0.0023624568711966276,6.793936336180195e-05,0.0014807512052357197,5e-05,0.0011006308486685157,0.002391979331150651,0.003567341947928071,7.746724440949038e-05,0.0021526485215872526,0.0007396751898340881,0.004226110875606537
34,0.002223313320428133,6.761845725122839e-05,0.001510212430730462,5e-05,0.0012231855653226376,0.0025267323944717646,0.002962938044220209,8.09727716841735e-05,0.0018641941715031862,0.0006617142935283482,0.003751151729375124
35,0.0024323291145265102,7.743632886558771e-05,0.0015274398028850555,5e-05,0.0010336628183722496,0.0025663289707154036,0.002384984167292714,5.1516970415832475e-05,0.0015488372882828116,0.0009204334928654134,0.002838414628058672
36,0.0020448523573577404,5.5992506531765684e-05,0.0013431011466309428,2.5e-05,0.0009010463254526258,0.0023705121129751205,0.002007230883464217,3.599064439185895e-05,0.0013162012910470366,0.0004154338384978473,0.0028061505872756243
37,0.0019715134985744953,4.845216608373448e-05,0.0012480828445404768,2.5e-05,0.0009712614701129496,0.002001100452616811,0.0031927507370710373,6.35932810837403e-05,0.0018720432417467237,0.0007695118547417223,0.0034623167011886835
38,0.0019188980804756284,5.0565020501380786e-05,0.001298691495321691,2.5e-05,0.000943865510635078,0.002281439257785678,0.003438803134486079,5.615421832771972e-05,0.0018996760481968522,0.0007538457284681499,0.003349900245666504
39,0.0016612045001238585,4.81319657410495e-05,0.0011461363174021244,2.5e-05,0.0009493444813415408,0.0019258634420111775,0.0018860470736399293,5.004023478250019e-05,0.0013667014427483082,0.0008189785876311362,0.002711740555241704
40,0.001919718342833221,4.511063889367506e-05,0.0012476715492084622,2.5e-05,0.0009045683545991778,0.002121289726346731,0.001729964162223041,8.232636173488572e-05,0.0010451521957293153,0.0003979483153671026,0.00197036936879158
41,0.0019627674482762814,5.3261213906807825e-05,0.0012987799709662795,2.5e-05,0.0009579687030054629,0.0022211235482245684,0.0019112576264888048,3.887764978571795e-05,0.0014380019856616855,0.0010718530975282192,0.0027300200890749693
42,0.0018084468320012093,4.3679912778316066e-05,0.00124442670494318,2.5e-05,0.0010898987529799342,0.002035681623965502,0.002624246058985591,5.3998708608560264e-05,0.0015737659996375442,0.000469539052573964,0.003147280076518655
43,0.0016749638598412275,4.74049047625158e-05,0.001079182606190443,2.5e-05,0.0007507771370001137,0.0018435842357575893,0.0022214562632143497,3.764568464248441e-05,0.0014775044983252883,0.0008168907952494919,0.0028340250719338655
44,0.001741729793138802,4.5883989514550194e-05,0.0011596138356253505,2.5e-05,0.0008378051570616663,0.0020130358170717955,0.003191413590684533,4.7250436182366684e-05,0.0020652301609516144,0.001358578447252512,0.0036636781878769398
45,0.0019051064737141132,4.522399103734642e-05,0.0012316706124693155,2.5e-05,0.0009308038861490786,0.0020455464255064726,0.0023749854881316423,5.786565088783391e-05,0.001501666964031756,0.0007046240498311818,0.0028691927436739206
46,0.0015779391396790743,4.1889761632774025e-05,0.0011012522736564279,1.25e-05,0.0009029838256537914,0.0018821954727172852,0.0015643563820049167,5.182624954613857e-05,0.0011133223306387663,0.0010698046535253525,0.0017673018155619502
47,0.0016107407864183187,3.91128814953845e-05,0.0010826741345226765,1.25e-05,0.0007998858345672488,0.0018809597240760922,0.0030185335781425238,4.4464115489972755e-05,0.0017960933037102222,0.0006047550123184919,0.003516619559377432
48,0.001689784461632371,4.183969576843083e-05,0.0010578245855867863,1.25e-05,0.0007831507246010005,0.0017165228491649032,0.002577358391135931,5.7993020163848996e-05,0.0014977947575971484,0.00048388110008090734,0.0028719466645270586
49,0.0015123035991564393,4.111907765036449e-05,0.001028204569593072,1.25e-05,0.0009131625993177295,0.0016462340718135238,0.0021361177787184715,4.188234743196517e-05,0.001308747217990458,0.0006677925703115761,0.002389195142313838
50,0.0015354137867689133,3.984454451710917e-05,0.0010311304358765483,1.25e-05,0.0007146378047764301,0.0018346242140978575,0.001276772003620863,3.324032877571881e-05,0.0010096714831888676,0.0005657709552906454,0.0021629030816257
51,0.0013730867067351937,4.109834480914287e-05,0.0009610280394554138,1.25e-05,0.0009229318820871413,0.0015069965738803148,0.0015770457684993744,4.1367049561813474e-05,0.00130917236674577,0.0014661620371043682,0.0021521139424294233
52,0.0014899518573656678,3.8775808206992224e-05,0.0010460395133122802,1.25e-05,0.0009220655192621052,0.001733365817926824,0.002692646812647581,4.909327981295064e-05,0.0016767436172813177,0.0004796310677193105,0.0034856032580137253
53,0.0017342028440907598,4.4469568820204586e-05,0.0010788533836603165,1.25e-05,0.0006854779785498977,0.0018512638052925467,0.0022242285776883364,4.3890915549127385e-05,0.00134089810308069,0.0007146682473830879,0.00238080439157784
54,0.0015658870106562972,3.9540769648738205e-05,0.0010356813436374068,1.25e-05,0.0008103980799205601,0.0017268984811380506,0.0024766509886831045,5.202634565648623e-05,0.0014161373255774379,0.00044433685252442956,0.002691536443307996
55,0.0015464179450646043,4.1044189856620505e-05,0.001044113072566688,1.25e-05,0.0008745987433940172,0.0017143911682069302,0.001981532434001565,3.342391210026108e-05,0.0013228388270363212,0.0006242319359444082,0.0026521666441112757
56,0.00142016785684973,4.253839506418444e-05,0.000979389762505889,6.25e-06,0.0007868841639719903,0.0016679686959832907,0.0022223894484341145,7.112094317562878e-05,0.0014229507651180029,0.0006488909712061286,0.0027494020760059357
57,0.00155507808085531,4.2404470150358975e-05,0.0010570730082690716,6.25e-06,0.00097884819842875,0.0016519612399861217,0.0020516314543783665,4.68481557618361e-05,0.0012861887225881219,0.0005288626998662949,0.002517412416636944
58,0.0014888104051351547,3.868114436045289e-05,0.0009863245068117976,6.25e-06,0.0007447779644280672,0.0016730300849303603,0.0032750205136835575,3.46311935572885e-05,0.0017585100140422583,0.00043174580787308514,0.0032926425337791443
59,0.0015397761017084122,4.094780160812661e-05,0.0010628869058564305,6.25e-06,0.0009308161097578704,0.0017400078941136599,0.002531359437853098,3.270294109825045e-05,0.0016225978033617139,0.00041657386464066803,0.00350975408218801
60,0.00149519182741642,3.7331043131416664e-05,0.0010337834246456623,6.25e-06,0.0009209789568558335,0.0016816327115520835,0.004131096415221691,5.333113585948013e-05,0.002297202358022332,0.0005668860394507647,0.004437495023012161
